segment,计数,count_std
0.42,1,-0.171458956004
绝对多数,1,-0.171458956004
冠之人,1,-0.171458956004
冠于,1,-0.171458956004
绝唱,1,-0.171458956004
绝命书,1,-0.171458956004
0.28,1,-0.171458956004
冠云路,1,-0.171458956004
冠亚,1,-0.171458956004
绝产,1,-0.171458956004
龙约,1,-0.171458956004
冠军赛,1,-0.171458956004
冠大如盖,1,-0.171458956004
冠欣,1,-0.171458956004
绛,1,-0.171458956004
绚丽,1,-0.171458956004
给面子,1,-0.171458956004
0.27,1,-0.171458956004
给迪奇,1,-0.171458956004
冬雪,1,-0.171458956004
结金兰,1,-0.171458956004
龙出,1,-0.171458956004
0.003,1,-0.171458956004
冰冻三尺非一日之寒,1,-0.171458956004
冰冰,1,-0.171458956004
冰于,1,-0.171458956004
结存,1,-0.171458956004
冯饶,1,-0.171458956004
.....,1,-0.171458956004
冯雷,1,-0.171458956004
结朋,1,-0.171458956004
0.007,1,-0.171458956004
冯雪珺,1,-0.171458956004
冯雨,1,-0.171458956004
冯远征,1,-0.171458956004
冯轶,1,-0.171458956004
龚绍,1,-0.171458956004
结婚照,1,-0.171458956004
结婚仪式,1,-0.171458956004
冰冻期,1,-0.171458956004
结块,1,-0.171458956004
结咯,1,-0.171458956004
冰凉,1,-0.171458956004
结合点,1,-0.171458956004
冰和中,1,-0.171458956004
结到,1,-0.171458956004
冰在,1,-0.171458956004
龚鸣,1,-0.171458956004
龛,1,-0.171458956004
冰封,1,-0.171458956004
冰屋,1,-0.171458956004
龟城,1,-0.171458956004
龟鉴,1,-0.171458956004
冰棺,1,-0.171458956004
冯艳丹,1,-0.171458956004
冯耀武,1,-0.171458956004
结过婚,1,-0.171458956004
龙鹤路,1,-0.171458956004
冯富珍,1,-0.171458956004
结算法,1,-0.171458956004
冯大淦,1,-0.171458956004
结缔组织,1,-0.171458956004
结缘,1,-0.171458956004
结肠,1,-0.171458956004
冯利敏,1,-0.171458956004
结束语,1,-0.171458956004
冯仑,1,-0.171458956004
冯丽娟,1,-0.171458956004
0.11,1,-0.171458956004
冮,1,-0.171458956004
结过,1,-0.171458956004
0.1269,1,-0.171458956004
结社,1,-0.171458956004
0.09,1,-0.171458956004
0.07,1,-0.171458956004
结石,1,-0.171458956004
结界,1,-0.171458956004
冯志军,1,-0.171458956004
结款,1,-0.171458956004
冯志刚,1,-0.171458956004
结核菌素,1,-0.171458956004
冯文胜,1,-0.171458956004
冯桃莲,1,-0.171458956004
冯氏海,1,-0.171458956004
0.03,1,-0.171458956004
冯秋梅,1,-0.171458956004
冯立梅,1,-0.171458956004
结构冲突,1,-0.171458956004
冯纪良,1,-0.171458956004
绝对速度,1,-0.171458956004
绝对量,1,-0.171458956004
农相,1,-0.171458956004
继前,1,-0.171458956004
绦虫,1,-0.171458956004
龙子,1,-0.171458956004
军旗,1,-0.171458956004
0.54,1,-0.171458956004
0.55,1,-0.171458956004
军政府,1,-0.171458956004
继因,1,-0.171458956004
龙墨,1,-0.171458956004
继张,1,-0.171458956004
军持,1,-0.171458956004
军报,1,-0.171458956004
龙天,1,-0.171458956004
军心,1,-0.171458956004
军徽,1,-0.171458956004
龙家,1,-0.171458956004
军港,1,-0.171458956004
绥宁,1,-0.171458956004
绥化市,1,-0.171458956004
军火商,1,-0.171458956004
绥中,1,-0.171458956004
军火库,1,-0.171458956004
龙尾,1,-0.171458956004
军烈属,1,-0.171458956004
军科,1,-0.171458956004
军管会,1,-0.171458956004
统防,1,-0.171458956004
军级,1,-0.171458956004
统计表,1,-0.171458956004
统计法,1,-0.171458956004
军纪,1,-0.171458956004
0.51,1,-0.171458956004
军干服,1,-0.171458956004
继昌村,1,-0.171458956004
0.45,1,-0.171458956004
续加,1,-0.171458956004
军号,1,-0.171458956004
军史馆,1,-0.171458956004
0.74,1,-0.171458956004
续上,1,-0.171458956004
军区某,1,-0.171458956004
军功,1,-0.171458956004
续存,1,-0.171458956004
继焦,1,-0.171458956004
续展,1,-0.171458956004
龙则,1,-0.171458956004
军分区,1,-0.171458956004
军内外,1,-0.171458956004
续牌,1,-0.171458956004
续租,1,-0.171458956004
0.70,1,-0.171458956004
军士,1,-0.171458956004
0.63,1,-0.171458956004
龙君,1,-0.171458956004
龙和游,1,-0.171458956004
龙哥,1,-0.171458956004
绩,1,-0.171458956004
继网,1,-0.171458956004
继续抓好,1,-0.171458956004
0.59,1,-0.171458956004
0.57,1,-0.171458956004
继续发扬,1,-0.171458956004
军委总政治部,1,-0.171458956004
军委纪委,1,-0.171458956004
军婚,1,-0.171458956004
继环,1,-0.171458956004
龙塘,1,-0.171458956004
0.48,1,-0.171458956004
军调,1,-0.171458956004
龙峰,1,-0.171458956004
农户家,1,-0.171458956004
绝非易事,1,-0.171458956004
农机局,1,-0.171458956004
农机,1,-0.171458956004
绞杀,1,-0.171458956004
农改,1,-0.171458956004
0.465,1,-0.171458956004
龙泉山,1,-0.171458956004
军贸,1,-0.171458956004
农忙,1,-0.171458956004
农庄,1,-0.171458956004
农布央宗,1,-0.171458956004
农工部,1,-0.171458956004
统一行动,1,-0.171458956004
龙江,1,-0.171458956004
龙泽,1,-0.171458956004
农村教师,1,-0.171458956004
龙洞,1,-0.171458956004
绝缘胶布,1,-0.171458956004
农村金融,1,-0.171458956004
农村面貌,1,-0.171458956004
绝缘子,1,-0.171458956004
农林水利,1,-0.171458956004
农民协会,1,-0.171458956004
0.462,1,-0.171458956004
绝症,1,-0.171458956004
农民房,1,-0.171458956004
农牧业,1,-0.171458956004
农牧场,1,-0.171458956004
龙海市,1,-0.171458956004
绝户,1,-0.171458956004
0.4575,1,-0.171458956004
农工商,1,-0.171458956004
农工,1,-0.171458956004
农家院,1,-0.171458956004
0.473,1,-0.171458956004
0.474,1,-0.171458956004
龙希,1,-0.171458956004
龙庭,1,-0.171458956004
统计员,1,-0.171458956004
军转,1,-0.171458956004
军集,1,-0.171458956004
龙所创,1,-0.171458956004
农业与农村委员会,1,-0.171458956004
农业丰收,1,-0.171458956004
农业工人,1,-0.171458956004
农业户,1,-0.171458956004
农业部长,1,-0.171458956004
龙时,1,-0.171458956004
农会,1,-0.171458956004
龙显秀,1,-0.171458956004
农家女,1,-0.171458956004
统率,1,-0.171458956004
农则,1,-0.171458956004
农副产品,1,-0.171458956004
龙晓阳,1,-0.171458956004
统检,1,-0.171458956004
统收统支,1,-0.171458956004
龙树,1,-0.171458956004
统才,1,-0.171458956004
农垦,1,-0.171458956004
龙椅,1,-0.171458956004
0.469,1,-0.171458956004
农夫山泉,1,-0.171458956004
农委,1,-0.171458956004
统建,1,-0.171458956004
内蒙古地区,1,-0.171458956004
鼓楼,1,-0.171458956004
美国大使馆,1,-0.171458956004
黑客基地,1,-0.171458956004
其原,1,-0.171458956004
100000,1,-0.171458956004
罗马帝国,1,-0.171458956004
其利断金,1,-0.171458956004
100000000,1,-0.171458956004
其则,1,-0.171458956004
罚到,1,-0.171458956004
罚球区,1,-0.171458956004
其列装,1,-0.171458956004
罚当,1,-0.171458956004
其列,1,-0.171458956004
10000cfj,1,-0.171458956004
其兴,1,-0.171458956004
黑字,1,-0.171458956004
黑客程序,1,-0.171458956004
其去,1,-0.171458956004
其及,1,-0.171458956004
100.78,1,-0.171458956004
罗赞斯,1,-0.171458956004
罗说,1,-0.171458956004
黑屏,1,-0.171458956004
罗讷,1,-0.171458956004
100.5435,1,-0.171458956004
其头,1,-0.171458956004
10.98,1,-0.171458956004
罗萨丽娜,1,-0.171458956004
其女,1,-0.171458956004
10.85,1,-0.171458956004
罗范椒芬,1,-0.171458956004
罗艳波,1,-0.171458956004
罗致,1,-0.171458956004
其兄王,1,-0.171458956004
罚站,1,-0.171458956004
其实质,1,-0.171458956004
其亡,1,-0.171458956004
其人,1,-0.171458956004
罪入,1,-0.171458956004
黑塞哥维那,1,-0.171458956004
罪则,1,-0.171458956004
罪判,1,-0.171458956004
罪及,1,-0.171458956004
罪大恶极,1,-0.171458956004
10009,1,-0.171458956004
其五,1,-0.171458956004
罪应,1,-0.171458956004
黑土,1,-0.171458956004
其事,1,-0.171458956004
10022,1,-0.171458956004
黑发,1,-0.171458956004
其仅,1,-0.171458956004
罪且,1,-0.171458956004
黑夜,1,-0.171458956004
罪与非罪,1,-0.171458956004
罪与罚,1,-0.171458956004
其他费用,1,-0.171458956004
罩,1,-0.171458956004
黑天,1,-0.171458956004
其任,1,-0.171458956004
罢住,1,-0.171458956004
其位,1,-0.171458956004
其作,1,-0.171458956004
罚钱,1,-0.171458956004
其兄,1,-0.171458956004
罚过,1,-0.171458956004
1001,1,-0.171458956004
罚跪,1,-0.171458956004
黑帮,1,-0.171458956004
其实难副,1,-0.171458956004
其该,1,-0.171458956004
其犯,1,-0.171458956004
罗尕机,1,-0.171458956004
1.90,1,-0.171458956004
其盖,1,-0.171458956004
罗布,1,-0.171458956004
罗布泊,1,-0.171458956004
其用,1,-0.171458956004
罗康端,1,-0.171458956004
其校,1,-0.171458956004
其渝黔,1,-0.171458956004
其沉,1,-0.171458956004
其欠,1,-0.171458956004
罗恩,1,-0.171458956004
罗成,1,-0.171458956004
罗拉,1,-0.171458956004
罗对,1,-0.171458956004
罗富,1,-0.171458956004
罗宾逊,1,-0.171458956004
其站,1,-0.171458956004
其管辖,1,-0.171458956004
黑暗时代,1,-0.171458956004
罗娜,1,-0.171458956004
其继,1,-0.171458956004
罗天,1,-0.171458956004
其罪,1,-0.171458956004
其职,1,-0.171458956004
其能,1,-0.171458956004
黑服,1,-0.171458956004
1.87,1,-0.171458956004
罗华,1,-0.171458956004
其营收,1,-0.171458956004
黑格,1,-0.171458956004
其核,1,-0.171458956004
其本质,1,-0.171458956004
罗维说,1,-0.171458956004
罗盛教,1,-0.171458956004
罗湖口岸,1,-0.171458956004
罗琨,1,-0.171458956004
其慰,1,-0.171458956004
罗申科,1,-0.171458956004
罗甸县,1,-0.171458956004
其微信,1,-0.171458956004
10.8,1,-0.171458956004
其旧,1,-0.171458956004
罗磊,1,-0.171458956004
其往,1,-0.171458956004
黑帮片,1,-0.171458956004
其帮,1,-0.171458956004
其屋,1,-0.171458956004
罗维,1,-0.171458956004
其所卖,1,-0.171458956004
罗湖,1,-0.171458956004
罗津至,1,-0.171458956004
其所受,1,-0.171458956004
10.75,1,-0.171458956004
罗水元,1,-0.171458956004
罗比亚,1,-0.171458956004
其所言,1,-0.171458956004
其所辖,1,-0.171458956004
罗曼,1,-0.171458956004
10.2,1,-0.171458956004
10.03,1,-0.171458956004
罗晋,1,-0.171458956004
其拉黑,1,-0.171458956004
其新,1,-0.171458956004
罗斯托夫州,1,-0.171458956004
罗斯托夫,1,-0.171458956004
其个,1,-0.171458956004
其丧子,1,-0.171458956004
罪状,1,-0.171458956004
1013,1,-0.171458956004
关西地区,1,-0.171458956004
关节炎,1,-0.171458956004
关联方,1,-0.171458956004
美则,1,-0.171458956004
1010,1,-0.171458956004
关着,1,-0.171458956004
关猫,1,-0.171458956004
关张,1,-0.171458956004
美发,1,-0.171458956004
关灯,1,-0.171458956004
美名,1,-0.171458956004
关桂峰,1,-0.171458956004
1014,1,-0.171458956004
关是,1,-0.171458956004
关过,1,-0.171458956004
美其名曰,1,-0.171458956004
101.51,1,-0.171458956004
101.27,1,-0.171458956004
美兰,1,-0.171458956004
关进去,1,-0.171458956004
黎栋国,1,-0.171458956004
关键字,1,-0.171458956004
美俄间,1,-0.171458956004
美俄才,1,-0.171458956004
关键期,1,-0.171458956004
黎然,1,-0.171458956004
美体,1,-0.171458956004
黎谱,1,-0.171458956004
美仑,1,-0.171458956004
关门大吉,1,-0.171458956004
美人蕉,1,-0.171458956004
关怀备至,1,-0.171458956004
1014.84,1,-0.171458956004
其不以,1,-0.171458956004
共青团员,1,-0.171458956004
102.65,1,-0.171458956004
关东军,1,-0.171458956004
关不上,1,-0.171458956004
美国哥伦比亚大学,1,-0.171458956004
关一,1,-0.171458956004
美国商会,1,-0.171458956004
共需,1,-0.171458956004
关工委,1,-0.171458956004
共防,1,-0.171458956004
美国国会参议院,1,-0.171458956004
共铸,1,-0.171458956004
共通点,1,-0.171458956004
共通,1,-0.171458956004
美国士兵,1,-0.171458956004
关东地区,1,-0.171458956004
黄颖谷,1,-0.171458956004
1017,1,-0.171458956004
黄麟,1,-0.171458956004
黄龙,1,-0.171458956004
101521,1,-0.171458956004
关关,1,-0.171458956004
美国农业部,1,-0.171458956004
黉,1,-0.171458956004
关厂,1,-0.171458956004
1015,1,-0.171458956004
美国使馆,1,-0.171458956004
美国会众议院,1,-0.171458956004
黎兵,1,-0.171458956004
关大博,1,-0.171458956004
关山,1,-0.171458956004
10142.10,1,-0.171458956004
美人归,1,-0.171458956004
关门歇业,1,-0.171458956004
100bp,1,-0.171458956004
兴趣小组,1,-0.171458956004
置备,1,-0.171458956004
兵器工业,1,-0.171458956004
置放,1,-0.171458956004
置点业,1,-0.171458956004
兴镇,1,-0.171458956004
黑入,1,-0.171458956004
黑作坊,1,-0.171458956004
关隘,1,-0.171458956004
黑伞,1,-0.171458956004
兴致勃勃,1,-0.171458956004
置身其中,1,-0.171458956004
100704,1,-0.171458956004
兴称,1,-0.171458956004
署于,1,-0.171458956004
置城,1,-0.171458956004
兵士,1,-0.171458956004
10063,1,-0.171458956004
黑包,1,-0.171458956004
黑匣子,1,-0.171458956004
置产,1,-0.171458956004
兵家必争之地,1,-0.171458956004
兵库县,1,-0.171458956004
置业者,1,-0.171458956004
兵灾,1,-0.171458956004
黑卡,1,-0.171458956004
罪重,1,-0.171458956004
兵谏,1,-0.171458956004
兵败,1,-0.171458956004
兵马俑,1,-0.171458956004
罪行累累,1,-0.171458956004
其下,1,-0.171458956004
黑产,1,-0.171458956004
黑乎乎,1,-0.171458956004
署报,1,-0.171458956004
黏住,1,-0.171458956004
美中不足,1,-0.171458956004
100KG,1,-0.171458956004
兴党,1,-0.171458956004
兴全,1,-0.171458956004
兴农,1,-0.171458956004
羊肠,1,-0.171458956004
黏乎乎,1,-0.171458956004
羊羊羊,1,-0.171458956004
黏人,1,-0.171458956004
羊永乡,1,-0.171458956004
兴利除弊,1,-0.171458956004
兴化,1,-0.171458956004
兴华,1,-0.171458956004
羊毛出在,1,-0.171458956004
羊排,1,-0.171458956004
署查,1,-0.171458956004
10097,1,-0.171458956004
羊年,1,-0.171458956004
羊奶粉,1,-0.171458956004
羊头,1,-0.171458956004
兴国县,1,-0.171458956004
1009,1,-0.171458956004
黏性,1,-0.171458956004
羊圈,1,-0.171458956004
10089,1,-0.171458956004
兴奋异常,1,-0.171458956004
兴奋点,1,-0.171458956004
黏贴,1,-0.171458956004
100743,1,-0.171458956004
黑中介,1,-0.171458956004
其诗,1,-0.171458956004
罗兵,1,-0.171458956004
内罗,1,-0.171458956004
缺物,1,-0.171458956004
1.04,1,-0.171458956004
黢黑,1,-0.171458956004
内务司法委员会,1,-0.171458956004
内务,1,-0.171458956004
缺爱,1,-0.171458956004
缺牙,1,-0.171458956004
缺环,1,-0.171458956004
默迪卡,1,-0.171458956004
1.06,1,-0.171458956004
缺粮,1,-0.171458956004
1.0625,1,-0.171458956004
缺而,1,-0.171458956004
缺肥,1,-0.171458956004
1.065,1,-0.171458956004
内务部长,1,-0.171458956004
缺手,1,-0.171458956004
缺憾,1,-0.171458956004
内助,1,-0.171458956004
缺工,1,-0.171458956004
内北,1,-0.171458956004
内卖,1,-0.171458956004
内厅,1,-0.171458956004
内圈,1,-0.171458956004
内场,1,-0.171458956004
缺一不可,1,-0.171458956004
黯然销魂,1,-0.171458956004
内坑,1,-0.171458956004
内堀雅雄,1,-0.171458956004
鼎,1,-0.171458956004
缴足,1,-0.171458956004
缴费单,1,-0.171458956004
内到,1,-0.171458956004
1.0678,1,-0.171458956004
鼎力相助,1,-0.171458956004
1.2011,1,-0.171458956004
罐后,1,-0.171458956004
内人户,1,-0.171458956004
罐子,1,-0.171458956004
罐式,1,-0.171458956004
内亚,1,-0.171458956004
黔南州,1,-0.171458956004
内一,1,-0.171458956004
缺过,1,-0.171458956004
冀热辽,1,-0.171458956004
1.2016,1,-0.171458956004
冀州,1,-0.171458956004
冀宁,1,-0.171458956004
网上超市,1,-0.171458956004
网中,1,-0.171458956004
罐内,1,-0.171458956004
1.18,1,-0.171458956004
1.16,1,-0.171458956004
罐以,1,-0.171458956004
默,1,-0.171458956004
1.15,1,-0.171458956004
默尔,1,-0.171458956004
罐中,1,-0.171458956004
罐上,1,-0.171458956004
内低,1,-0.171458956004
内使,1,-0.171458956004
罅隙,1,-0.171458956004
内侄,1,-0.171458956004
1.07,1,-0.171458956004
内信,1,-0.171458956004
内六区,1,-0.171458956004
缺钙,1,-0.171458956004
鼎力支持,1,-0.171458956004
内外交困,1,-0.171458956004
其说,1,-0.171458956004
内桑森,1,-0.171458956004
内涝,1,-0.171458956004
缙云,1,-0.171458956004
内流,1,-0.171458956004
内泼,1,-0.171458956004
内水,1,-0.171458956004
内比,1,-0.171458956004
鼓动性,1,-0.171458956004
094,1,-0.171458956004
缝纫工,1,-0.171458956004
缝衣线,1,-0.171458956004
内未,1,-0.171458956004
缝里,1,-0.171458956004
内景,1,-0.171458956004
内斯,1,-0.171458956004
内涨,1,-0.171458956004
内源,1,-0.171458956004
093,1,-0.171458956004
鼓励类,1,-0.171458956004
0920.50,1,-0.171458956004
内犯,1,-0.171458956004
内生性,1,-0.171458956004
内用,1,-0.171458956004
088,1,-0.171458956004
内瘫,1,-0.171458956004
内看,1,-0.171458956004
内知,1,-0.171458956004
鼓惑,1,-0.171458956004
内科医生,1,-0.171458956004
内竟,1,-0.171458956004
0851,1,-0.171458956004
鼓掌欢迎,1,-0.171458956004
缠伤,1,-0.171458956004
内挂,1,-0.171458956004
1.02,1,-0.171458956004
0day,1,-0.171458956004
缩紧,1,-0.171458956004
0D3,1,-0.171458956004
缩表来,1,-0.171458956004
鼎足,1,-0.171458956004
鼎盛时期,1,-0.171458956004
缫藉,1,-0.171458956004
内姓,1,-0.171458956004
缠斗,1,-0.171458956004
内奸,1,-0.171458956004
缴付,1,-0.171458956004
1.00,1,-0.171458956004
缴入,1,-0.171458956004
内夫,1,-0.171458956004
内外墙,1,-0.171458956004
内属,1,-0.171458956004
缩略词,1,-0.171458956004
缩略,1,-0.171458956004
内布拉斯加州,1,-0.171458956004
缩手缩脚,1,-0.171458956004
缩手,1,-0.171458956004
缩成一团,1,-0.171458956004
内年味,1,-0.171458956004
缩小差距,1,-0.171458956004
内府,1,-0.171458956004
内庭,1,-0.171458956004
内心世界,1,-0.171458956004
鼓乐,1,-0.171458956004
缤纷,1,-0.171458956004
内拉,1,-0.171458956004
内拖离,1,-0.171458956004
内持,1,-0.171458956004
网从,1,-0.171458956004
1.2017,1,-0.171458956004
黑黝黝,1,-0.171458956004
网络课堂,1,-0.171458956004
1.56,1,-0.171458956004
黑瘦,1,-0.171458956004
黑痣,1,-0.171458956004
具辱华,1,-0.171458956004
网络覆盖,1,-0.171458956004
1.60,1,-0.171458956004
网络连接,1,-0.171458956004
网课,1,-0.171458956004
黑牛,1,-0.171458956004
具结书,1,-0.171458956004
具滋哲,1,-0.171458956004
网要,1,-0.171458956004
黑熊,1,-0.171458956004
具体步骤,1,-0.171458956004
典瑞,1,-0.171458956004
黑白两道,1,-0.171458956004
典藏,1,-0.171458956004
典雅,1,-0.171458956004
兹曼,1,-0.171458956004
黑白相间,1,-0.171458956004
1.55,1,-0.171458956004
黑盒子,1,-0.171458956004
养儿,1,-0.171458956004
1.54,1,-0.171458956004
养儿育,1,-0.171458956004
养兵千日,1,-0.171458956004
养命,1,-0.171458956004
网络化,1,-0.171458956004
网络体系,1,-0.171458956004
养大,1,-0.171458956004
养女,1,-0.171458956004
网评,1,-0.171458956004
具体方法,1,-0.171458956004
冀中南,1,-0.171458956004
其遣,1,-0.171458956004
1.82,1,-0.171458956004
其镜,1,-0.171458956004
其金,1,-0.171458956004
黑格尔,1,-0.171458956004
罗仕,1,-0.171458956004
罗仙仙,1,-0.171458956004
罗伟祥,1,-0.171458956004
具体指导,1,-0.171458956004
罗伯托,1,-0.171458956004
其辱华,1,-0.171458956004
其车,1,-0.171458956004
其超,1,-0.171458956004
罗兆隆,1,-0.171458956004
罗先,1,-0.171458956004
其长,1,-0.171458956004
其闺蜜,1,-0.171458956004
其鞘,1,-0.171458956004
1.76,1,-0.171458956004
罕山,1,-0.171458956004
1.73,1,-0.171458956004
其风控,1,-0.171458956004
罔法,1,-0.171458956004
网马雪,1,-0.171458956004
黑洞洞,1,-0.171458956004
1.69,1,-0.171458956004
1.67,1,-0.171458956004
黑灰,1,-0.171458956004
网迷,1,-0.171458956004
具体安排,1,-0.171458956004
网费,1,-0.171458956004
网贷,1,-0.171458956004
养宠,1,-0.171458956004
网红有,1,-0.171458956004
网红店,1,-0.171458956004
兼有,1,-0.171458956004
网商,1,-0.171458956004
兼管,1,-0.171458956004
兼省,1,-0.171458956004
黑道风云,1,-0.171458956004
兼济,1,-0.171458956004
1.2231,1,-0.171458956004
黑过,1,-0.171458956004
网红小王,1,-0.171458956004
网安局,1,-0.171458956004
网安等,1,-0.171458956004
兼得,1,-0.171458956004
网对,1,-0.171458956004
黑起,1,-0.171458956004
网将,1,-0.171458956004
黑锁,1,-0.171458956004
黑锅,1,-0.171458956004
黑颈鹤,1,-0.171458956004
黑飞,1,-0.171458956004
网可,1,-0.171458956004
黑鱼,1,-0.171458956004
网及,1,-0.171458956004
网卡,1,-0.171458956004
黑鹰,1,-0.171458956004
网力,1,-0.171458956004
网剧,1,-0.171458956004
网具,1,-0.171458956004
网共,1,-0.171458956004
兽首,1,-0.171458956004
网住,1,-0.171458956004
网传项,1,-0.171458956004
网传近,1,-0.171458956004
兼容并蓄,1,-0.171458956004
黑诊所,1,-0.171458956004
黑衣人,1,-0.171458956004
养猪场,1,-0.171458956004
养源,1,-0.171458956004
网箱,1,-0.171458956004
养父,1,-0.171458956004
养父母,1,-0.171458956004
黑箱子,1,-0.171458956004
养牛业,1,-0.171458956004
1.375,1,-0.171458956004
养犬证,1,-0.171458956004
黑老大,1,-0.171458956004
网盘,1,-0.171458956004
网监,1,-0.171458956004
养狗者,1,-0.171458956004
网球场,1,-0.171458956004
养猪,1,-0.171458956004
1.28,1,-0.171458956004
兼修,1,-0.171458956004
黑色领带,1,-0.171458956004
黑芝麻糊,1,-0.171458956004
养病,1,-0.171458956004
养精蓄锐,1,-0.171458956004
网案,1,-0.171458956004
养老保险金,1,-0.171458956004
网有,1,-0.171458956004
黑莉称,1,-0.171458956004
黑蚂蚁,1,-0.171458956004
1.24,1,-0.171458956004
养蜂,1,-0.171458956004
网恋,1,-0.171458956004
养鸡,1,-0.171458956004
兼优,1,-0.171458956004
先手棋,1,-0.171458956004
1295,1,-0.171458956004
肉店,1,-0.171458956004
舰首,1,-0.171458956004
例假,1,-0.171458956004
例举,1,-0.171458956004
高效能,1,-0.171458956004
侄女,1,-0.171458956004
18.11,1,-0.171458956004
18.2,1,-0.171458956004
侃侃而谈,1,-0.171458956004
舵手,1,-0.171458956004
高接,1,-0.171458956004
舱内,1,-0.171458956004
舱发,1,-0.171458956004
高排,1,-0.171458956004
舱口,1,-0.171458956004
使费,1,-0.171458956004
例失访,1,-0.171458956004
高敬,1,-0.171458956004
舰舰员,1,-0.171458956004
例称,1,-0.171458956004
舰机出,1,-0.171458956004
例肖氏,1,-0.171458956004
舰必,1,-0.171458956004
舰尾,1,-0.171458956004
例行公事,1,-0.171458956004
舰名,1,-0.171458956004
舰体,1,-0.171458956004
例行程序,1,-0.171458956004
17K,1,-0.171458956004
例诺,1,-0.171458956004
般端,1,-0.171458956004
般拥,1,-0.171458956004
侍者,1,-0.171458956004
高挑,1,-0.171458956004
舶,1,-0.171458956004
般为,1,-0.171458956004
18.78,1,-0.171458956004
使本,1,-0.171458956004
高抒则,1,-0.171458956004
使应,1,-0.171458956004
船型,1,-0.171458956004
使冲,1,-0.171458956004
船山,1,-0.171458956004
船所,1,-0.171458956004
使美,1,-0.171458956004
佳苑,1,-0.171458956004
船政,1,-0.171458956004
佳节,1,-0.171458956004
船晃得,1,-0.171458956004
佳胜,1,-0.171458956004
船来,1,-0.171458956004
18.57,1,-0.171458956004
船厂,1,-0.171458956004
18.56,1,-0.171458956004
船务,1,-0.171458956004
船到,1,-0.171458956004
高报,1,-0.171458956004
使王,1,-0.171458956004
18.22,1,-0.171458956004
船主,1,-0.171458956004
高拟,1,-0.171458956004
船中,1,-0.171458956004
船东,1,-0.171458956004
船不大,1,-0.171458956004
使用指南,1,-0.171458956004
使用税,1,-0.171458956004
使用费,1,-0.171458956004
舷,1,-0.171458956004
般刻,1,-0.171458956004
侏罗纪,1,-0.171458956004
舟曲,1,-0.171458956004
17741.42,1,-0.171458956004
高材生,1,-0.171458956004
航宇,1,-0.171458956004
176950,1,-0.171458956004
航展,1,-0.171458956004
依从性,1,-0.171458956004
航是,1,-0.171458956004
供需双方,1,-0.171458956004
供选择,1,-0.171458956004
高晓群,1,-0.171458956004
航测,1,-0.171458956004
17800,1,-0.171458956004
供销业,1,-0.171458956004
供量,1,-0.171458956004
航海日志,1,-0.171458956004
高村正彦,1,-0.171458956004
航天飞机,1,-0.171458956004
依仗,1,-0.171458956004
航天技术,1,-0.171458956004
17681264276,1,-0.171458956004
依偎,1,-0.171458956004
航天专家,1,-0.171458956004
依傍,1,-0.171458956004
依山傍水,1,-0.171458956004
依戒,1,-0.171458956004
航协,1,-0.171458956004
航务,1,-0.171458956004
航,1,-0.171458956004
1763.75,1,-0.171458956004
舟至,1,-0.171458956004
依教门,1,-0.171458956004
1760.75,1,-0.171458956004
航港局,1,-0.171458956004
航班时刻,1,-0.171458956004
航飞,1,-0.171458956004
高文翔,1,-0.171458956004
供地量,1,-0.171458956004
供品,1,-0.171458956004
1799,1,-0.171458956004
航经,1,-0.171458956004
供其,1,-0.171458956004
航菲,1,-0.171458956004
航警,1,-0.171458956004
高晓兵,1,-0.171458956004
17995,1,-0.171458956004
航路,1,-0.171458956004
供仅,1,-0.171458956004
航运业,1,-0.171458956004
航运公司,1,-0.171458956004
供不起,1,-0.171458956004
供应方,1,-0.171458956004
供排水,1,-0.171458956004
1793,1,-0.171458956004
供气,1,-0.171458956004
供着,1,-0.171458956004
17885.39,1,-0.171458956004
航空局,1,-0.171458956004
航空安全,1,-0.171458956004
高旭,1,-0.171458956004
1786,1,-0.171458956004
供神,1,-0.171458956004
供租,1,-0.171458956004
供血,1,-0.171458956004
供词,1,-0.171458956004
17818,1,-0.171458956004
航称,1,-0.171458956004
航电,1,-0.171458956004
18.8,1,-0.171458956004
高才生,1,-0.171458956004
船歌,1,-0.171458956004
高庄镇,1,-0.171458956004
色泽,1,-0.171458956004
色盲,1,-0.171458956004
作协,1,-0.171458956004
色诱,1,-0.171458956004
作别,1,-0.171458956004
作出指示,1,-0.171458956004
作出努力,1,-0.171458956004
高年级,1,-0.171458956004
作供,1,-0.171458956004
艳萍,1,-0.171458956004
18500,1,-0.171458956004
艳遇,1,-0.171458956004
作伴,1,-0.171458956004
艳阳高照,1,-0.171458956004
色情网站,1,-0.171458956004
色情图片,1,-0.171458956004
作呕,1,-0.171458956004
色心,1,-0.171458956004
作品名称,1,-0.171458956004
色彩斑斓,1,-0.171458956004
1850,1,-0.171458956004
1847,1,-0.171458956004
作家协会,1,-0.171458956004
色厉内荏,1,-0.171458956004
色丹,1,-0.171458956004
作序,1,-0.171458956004
作恶,1,-0.171458956004
艰难困苦,1,-0.171458956004
作成,1,-0.171458956004
艰险,1,-0.171458956004
作战经验,1,-0.171458956004
艺,1,-0.171458956004
艺员,1,-0.171458956004
18.96,1,-0.171458956004
佛寺,1,-0.171458956004
佛教协会,1,-0.171458956004
1855.54,1,-0.171458956004
1858.21,1,-0.171458956004
