segment,计数,count_std
棉兰老岛,4,-0.128434743364
处事,4,-0.128434743364
徐诚惠,4,-0.128434743364
检阅,4,-0.128434743364
回稳,4,-0.128434743364
执导,4,-0.128434743364
暗暗,4,-0.128434743364
液态奶,4,-0.128434743364
扭住,4,-0.128434743364
增建,4,-0.128434743364
掘进,4,-0.128434743364
普林,4,-0.128434743364
旅游局,4,-0.128434743364
旅游团,4,-0.128434743364
沃尔夫,4,-0.128434743364
开会讨论,4,-0.128434743364
四类,4,-0.128434743364
开会研究,4,-0.128434743364
承压,4,-0.128434743364
承包方,4,-0.128434743364
很着急,4,-0.128434743364
掠夺,4,-0.128434743364
建设者,4,-0.128434743364
探,4,-0.128434743364
审查批捕,4,-0.128434743364
奋发进取,4,-0.128434743364
找物,4,-0.128434743364
沃尔玛,4,-0.128434743364
沃斯顿,4,-0.128434743364
奉贤,4,-0.128434743364
探测器,4,-0.128434743364
四要,4,-0.128434743364
探照灯,4,-0.128434743364
沃,4,-0.128434743364
普拉,4,-0.128434743364
宠物猪,4,-0.128434743364
宠物狗,4,-0.128434743364
增开,4,-0.128434743364
横扫,4,-0.128434743364
开天窗,4,-0.128434743364
旌,4,-0.128434743364
排涝,4,-0.128434743364
开城,4,-0.128434743364
实用性,4,-0.128434743364
实用新型,4,-0.128434743364
晨曦,4,-0.128434743364
晨读,4,-0.128434743364
汽车行业,4,-0.128434743364
旋律,4,-0.128434743364
模具厂,4,-0.128434743364
实锤,4,-0.128434743364
实际困难,4,-0.128434743364
普惠处,4,-0.128434743364
四电,4,-0.128434743364
四电及,4,-0.128434743364
排量,4,-0.128434743364
煤化,4,-0.128434743364
榴莲,4,-0.128434743364
普萨美,4,-0.128434743364
找出路,4,-0.128434743364
宣传费,4,-0.128434743364
士高,4,-0.128434743364
接待处,4,-0.128434743364
施肥,4,-0.128434743364
客气,4,-0.128434743364
沉,4,-0.128434743364
施法,4,-0.128434743364
接招,4,-0.128434743364
徐剑梅,4,-0.128434743364
楼宇,4,-0.128434743364
奇怪的是,4,-0.128434743364
楼体,4,-0.128434743364
建安,4,-0.128434743364
沃特森,4,-0.128434743364
奇妙,4,-0.128434743364
扯皮,4,-0.128434743364
扯掉,4,-0.128434743364
回声,4,-0.128434743364
宣传品,4,-0.128434743364
宣传处,4,-0.128434743364
涵养,4,-0.128434743364
楠城,4,-0.128434743364
接踵而至,4,-0.128434743364
施展才华,4,-0.128434743364
扶正祛邪,4,-0.128434743364
建湖县,4,-0.128434743364
普遍性,4,-0.128434743364
扶贫办,4,-0.128434743364
焦炭,4,-0.128434743364
焦灼,4,-0.128434743364
奉承,4,-0.128434743364
建设局,4,-0.128434743364
沅江市,4,-0.128434743364
焦守云,4,-0.128434743364
垃圾站,4,-0.128434743364
普通教育,4,-0.128434743364
接单,4,-0.128434743364
接口,4,-0.128434743364
沈丘县,4,-0.128434743364
墨宝,4,-0.128434743364
沈北,4,-0.128434743364
接合部,4,-0.128434743364
沈应,4,-0.128434743364
回不去,4,-0.128434743364
奈何,4,-0.128434743364
回不来,4,-0.128434743364
焚烧处理,4,-0.128434743364
楼门口,4,-0.128434743364
接壤,4,-0.128434743364
煮蛋,4,-0.128434743364
嚎啕大哭,4,-0.128434743364
欧式,4,-0.128434743364
字里行间,4,-0.128434743364
清偿债务,4,-0.128434743364
时点,4,-0.128434743364
喘,4,-0.128434743364
拆完,4,-0.128434743364
毒株,4,-0.128434743364
毒杀,4,-0.128434743364
按摩师,4,-0.128434743364
当前情况,4,-0.128434743364
担起,4,-0.128434743364
按本,4,-0.128434743364
喜好,4,-0.128434743364
毒剂,4,-0.128434743364
按着,4,-0.128434743364
堕落,4,-0.128434743364
堡垒,4,-0.128434743364
时起,4,-0.128434743364
孙鹤娟,4,-0.128434743364
孝心,4,-0.128434743364
孝感,4,-0.128434743364
抽验,4,-0.128434743364
挎着,4,-0.128434743364
如数,4,-0.128434743364
时雷文锋,4,-0.128434743364
挑出,4,-0.128434743364
当家做主,4,-0.128434743364
城阳区,4,-0.128434743364
旷日持久,4,-0.128434743364
渐,4,-0.128434743364
如愿,4,-0.128434743364
毒瘾,4,-0.128434743364
孙毅称,4,-0.128434743364
拆旧,4,-0.128434743364
存疑,4,-0.128434743364
存单,4,-0.128434743364
喉管,4,-0.128434743364
比高,4,-0.128434743364
存房,4,-0.128434743364
指导作用,4,-0.128434743364
指导思想,4,-0.128434743364
比较简单,4,-0.128434743364
拉塞尔,4,-0.128434743364
清华园,4,-0.128434743364
比较显著,4,-0.128434743364
水清岸,4,-0.128434743364
张江星,4,-0.128434743364
水渠,4,-0.128434743364
指挥员,4,-0.128434743364
喊声,4,-0.128434743364
妃嫔,4,-0.128434743364
存贷款,4,-0.128434743364
比较发达,4,-0.128434743364
拉低,4,-0.128434743364
日会,4,-0.128434743364
堂而皇之,4,-0.128434743364
孙博,4,-0.128434743364
时政,4,-0.128434743364
张楚,4,-0.128434743364
日中,4,-0.128434743364
牙科医生,4,-0.128434743364
张望,4,-0.128434743364
指证,4,-0.128434743364
孟加拉,4,-0.128434743364
堪培拉,4,-0.128434743364
永城,4,-0.128434743364
求变,4,-0.128434743364
抵支,4,-0.128434743364
每一件,4,-0.128434743364
无能,4,-0.128434743364
挡水墙,4,-0.128434743364
学习成绩,4,-0.128434743364
挡箭牌,4,-0.128434743364
张宏义,4,-0.128434743364
明姐,4,-0.128434743364
好身材,4,-0.128434743364
好觉,4,-0.128434743364
挣得,4,-0.128434743364
学前班,4,-0.128434743364
母系,4,-0.128434743364
张大,4,-0.128434743364
每人每年,4,-0.128434743364
母港,4,-0.128434743364
明察暗访,4,-0.128434743364
抱负,4,-0.128434743364
塑形,4,-0.128434743364
混在,4,-0.128434743364
求得,4,-0.128434743364
爽快,4,-0.128434743364
好用,4,-0.128434743364
学家,4,-0.128434743364
挤掉,4,-0.128434743364
渐高,4,-0.128434743364
母女俩,4,-0.128434743364
挤进,4,-0.128434743364
好长,4,-0.128434743364
挠,4,-0.128434743364
无谓,4,-0.128434743364
每台,4,-0.128434743364
如对,4,-0.128434743364
永定,4,-0.128434743364
昂扬,4,-0.128434743364
张建称,4,-0.128434743364
无记名,4,-0.128434743364
喝了酒,4,-0.128434743364
张建栋,4,-0.128434743364
永平,4,-0.128434743364
当有,4,-0.128434743364
每季度,4,-0.128434743364
城镇人口,4,-0.128434743364
抽干,4,-0.128434743364
抽奖,4,-0.128434743364
淹没,4,-0.128434743364
永达店,4,-0.128434743364
混装,4,-0.128434743364
堵点,4,-0.128434743364
无药,4,-0.128434743364
押注,4,-0.128434743364
挖空,4,-0.128434743364
塌方,4,-0.128434743364
片方,4,-0.128434743364
无良,4,-0.128434743364
挚友,4,-0.128434743364
每克,4,-0.128434743364
抻,4,-0.128434743364
抹布,4,-0.128434743364
永葆,4,-0.128434743364
毕业典礼,4,-0.128434743364
水泥路,4,-0.128434743364
定期存款,4,-0.128434743364
字符,4,-0.128434743364
姜日源,4,-0.128434743364
强基,4,-0.128434743364
气派,4,-0.128434743364
姓李,4,-0.128434743364
择业,4,-0.128434743364
弯道,4,-0.128434743364
水到渠成,4,-0.128434743364
气势,4,-0.128434743364
清淡,4,-0.128434743364
水务局,4,-0.128434743364
弯路,4,-0.128434743364
拖上,4,-0.128434743364
日记,4,-0.128434743364
强市,4,-0.128434743364
威慑力,4,-0.128434743364
水周,4,-0.128434743364
拳,4,-0.128434743364
牡丹,4,-0.128434743364
拼凑,4,-0.128434743364
日日,4,-0.128434743364
日趋严重,4,-0.128434743364
日新月异,4,-0.128434743364
民权,4,-0.128434743364
民族区域,4,-0.128434743364
日报社,4,-0.128434743364
弥合,4,-0.128434743364
弢,4,-0.128434743364
基督徒,4,-0.128434743364
基督教,4,-0.128434743364
拖累,4,-0.128434743364
拨备,4,-0.128434743364
基本权利,4,-0.128434743364
氨酸,4,-0.128434743364
拜仁,4,-0.128434743364
招生人数,4,-0.128434743364
委等,4,-0.128434743364
招拍,4,-0.128434743364
日清,4,-0.128434743364
招手,4,-0.128434743364
氮化,4,-0.128434743364
氮,4,-0.128434743364
招录,4,-0.128434743364
拥核,4,-0.128434743364
委办局,4,-0.128434743364
氪,4,-0.128434743364
清河县,4,-0.128434743364
委任,4,-0.128434743364
姜姓,4,-0.128434743364
氨基酸,4,-0.128434743364
姚孟军,4,-0.128434743364
姚家,4,-0.128434743364
氧化,4,-0.128434743364
基本工资,4,-0.128434743364
拘押,4,-0.128434743364
气象预报,4,-0.128434743364
姚爱农,4,-0.128434743364
牢,4,-0.128434743364
日美军,4,-0.128434743364
拖走,4,-0.128434743364
日落,4,-0.128434743364
拖行,4,-0.128434743364
拒不执行,4,-0.128434743364
水底,4,-0.128434743364
基布,4,-0.128434743364
善行,4,-0.128434743364
清奇,4,-0.128434743364
持续性,4,-0.128434743364
牛排,4,-0.128434743364
妙龄女子,4,-0.128434743364
民主权利,4,-0.128434743364
拉里,4,-0.128434743364
子女教育,4,-0.128434743364
氏,4,-0.128434743364
张畅,4,-0.128434743364
水枪,4,-0.128434743364
毫无根据,4,-0.128434743364
清空,4,-0.128434743364
拉肚子,4,-0.128434743364
挂名,4,-0.128434743364
张真荣,4,-0.128434743364
时代精神,4,-0.128434743364
孔德永,4,-0.128434743364
牛凤瑞,4,-0.128434743364
毫不动摇,4,-0.128434743364
毫,4,-0.128434743364
妓女,4,-0.128434743364
时则,4,-0.128434743364
日出,4,-0.128434743364
字句,4,-0.128434743364
张牌,4,-0.128434743364
牛仔裤,4,-0.128434743364
归结为,4,-0.128434743364
毛利润,4,-0.128434743364
水有,4,-0.128434743364
善成,4,-0.128434743364
清湖,4,-0.128434743364
张赫,4,-0.128434743364
日才,4,-0.128434743364
拐弯,4,-0.128434743364
强盗,4,-0.128434743364
旧藏,4,-0.128434743364
妻姐,4,-0.128434743364
基层工作,4,-0.128434743364
张金顺,4,-0.128434743364
早产儿,4,-0.128434743364
拿不出,4,-0.128434743364
强硬态度,4,-0.128434743364
善作,4,-0.128434743364
嫁入,4,-0.128434743364
嫁接,4,-0.128434743364
拍摄地,4,-0.128434743364
清尘,4,-0.128434743364
嫉妒,4,-0.128434743364
基尼系数,4,-0.128434743364
张莹,4,-0.128434743364
持斧,4,-0.128434743364
张茅,4,-0.128434743364
早间,4,-0.128434743364
强霾,4,-0.128434743364
善待,4,-0.128434743364
嫔妃,4,-0.128434743364
强项,4,-0.128434743364
拍下来,4,-0.128434743364
民事裁定,4,-0.128434743364
嫡系,4,-0.128434743364
学徒,4,-0.128434743364
挥,4,-0.128434743364
混合物,4,-0.128434743364
喷洒,4,-0.128434743364
填海造地,4,-0.128434743364
春节前夕,4,-0.128434743364
安迪,4,-0.128434743364
安逸,4,-0.128434743364
安钟,4,-0.128434743364
宋俊博,4,-0.128434743364
彻底消除,4,-0.128434743364
女孩儿,4,-0.128434743364
宋延胜,4,-0.128434743364
换肾,4,-0.128434743364
昨,4,-0.128434743364
正门,4,-0.128434743364
抗菌素,4,-0.128434743364
抗菌,4,-0.128434743364
彼岸,4,-0.128434743364
捣毁,4,-0.128434743364
捧场,4,-0.128434743364
四五岁,4,-0.128434743364
四五年,4,-0.128434743364
宋春丽,4,-0.128434743364
异常情况,4,-0.128434743364
抗日救亡,4,-0.128434743364
抗日战争,4,-0.128434743364
彼此间,4,-0.128434743364
正等待,4,-0.128434743364
抗大,4,-0.128434743364
完会,4,-0.128434743364
昭示,4,-0.128434743364
女厕所,4,-0.128434743364
折时,4,-0.128434743364
燃脂,4,-0.128434743364
换地,4,-0.128434743364
影视文化,4,-0.128434743364
武昌区,4,-0.128434743364
安庆,4,-0.128434743364
抢先,4,-0.128434743364
安康市,4,-0.128434743364
坠机,4,-0.128434743364
武将,4,-0.128434743364
武夷,4,-0.128434743364
爆发式,4,-0.128434743364
安德鲁斯,4,-0.128434743364
嚼,4,-0.128434743364
抛撒,4,-0.128434743364
渡过难关,4,-0.128434743364
抛售,4,-0.128434743364
换个,4,-0.128434743364
换卡,4,-0.128434743364
抚慰金,4,-0.128434743364
步道,4,-0.128434743364
女歌手,4,-0.128434743364
安检员,4,-0.128434743364
步行街,4,-0.128434743364
燎原之势,4,-0.128434743364
步步为营,4,-0.128434743364
安然无恙,4,-0.128434743364
安特卫普,4,-0.128434743364
换代,4,-0.128434743364
弄清,4,-0.128434743364
安监,4,-0.128434743364
弄死,4,-0.128434743364
四倍,4,-0.128434743364
无后,4,-0.128434743364
据查,4,-0.128434743364
歉,4,-0.128434743364
开绿灯,4,-0.128434743364
掀开,4,-0.128434743364
温家宝,4,-0.128434743364
熊星,4,-0.128434743364
显示器,4,-0.128434743364
歌词,4,-0.128434743364
池宁乔,4,-0.128434743364
掂量,4,-0.128434743364
开班,4,-0.128434743364
歌舞,4,-0.128434743364
开炮,4,-0.128434743364
官周,4,-0.128434743364
晋,4,-0.128434743364
晋学君,4,-0.128434743364
宗教信仰,4,-0.128434743364
歇,4,-0.128434743364
定价权,4,-0.128434743364
深入群众,4,-0.128434743364
投放市场,4,-0.128434743364
欧美国家,4,-0.128434743364
定向培养,4,-0.128434743364
投报,4,-0.128434743364
掉包,4,-0.128434743364
墙脚,4,-0.128434743364
欧洲央行,4,-0.128434743364
煮饭,4,-0.128434743364
往里,4,-0.128434743364
定时炸弹,4,-0.128434743364
四口,4,-0.128434743364
投诉量,4,-0.128434743364
正科级,4,-0.128434743364
江西省人民政府,4,-0.128434743364
四具,4,-0.128434743364
正确认识,4,-0.128434743364
投递,4,-0.128434743364
开过,4,-0.128434743364
正法,4,-0.128434743364
开越,4,-0.128434743364
开起,4,-0.128434743364
开赛,4,-0.128434743364
正本,4,-0.128434743364
熟客,4,-0.128434743364
四十,4,-0.128434743364
无名,4,-0.128434743364
显微镜,4,-0.128434743364
据预测,4,-0.128434743364
止涨,4,-0.128434743364
显性,4,-0.128434743364
往前走,4,-0.128434743364
宏伟蓝图,4,-0.128434743364
开脱,4,-0.128434743364
四十多岁,4,-0.128434743364
宏天,4,-0.128434743364
正中,4,-0.128434743364
宏福,4,-0.128434743364
投资性,4,-0.128434743364
往南,4,-0.128434743364
奥泽罗夫,4,-0.128434743364
止痛针,4,-0.128434743364
捷径,4,-0.128434743364
损失惨重,4,-0.128434743364
安家费,4,-0.128434743364
安安,4,-0.128434743364
昏倒,4,-0.128434743364
报批,4,-0.128434743364
挺住,4,-0.128434743364
汇出,4,-0.128434743364
好大,4,-0.128434743364
好多年,4,-0.128434743364
挺纪,4,-0.128434743364
挺身,4,-0.128434743364
学霸,4,-0.128434743364
报告会,4,-0.128434743364
孩童,4,-0.128434743364
深藏,4,-0.128434743364
彝族,4,-0.128434743364
残块,4,-0.128434743364
渗血,4,-0.128434743364
挺不错,4,-0.128434743364
嘉庆,4,-0.128434743364
宁国市,4,-0.128434743364
形容枯槁,4,-0.128434743364
好吃懒做,4,-0.128434743364
宁夏回族自治区,4,-0.128434743364
宁泽涛,4,-0.128434743364
死路一条,4,-0.128434743364
死讯,4,-0.128434743364
宁边,4,-0.128434743364
塔桥,4,-0.128434743364
宁都县,4,-0.128434743364
张丽,4,-0.128434743364
捆绑带,4,-0.128434743364
无用,4,-0.128434743364
深造,4,-0.128434743364
渗透到,4,-0.128434743364
报警器,4,-0.128434743364
母亲河,4,-0.128434743364
挨骂,4,-0.128434743364
毅然,4,-0.128434743364
明文,4,-0.128434743364
城池,4,-0.128434743364
张国,4,-0.128434743364
张口,4,-0.128434743364
学术著作,4,-0.128434743364
塑料瓶,4,-0.128434743364
张友仁以,4,-0.128434743364
明末清初,4,-0.128434743364
殿堂,4,-0.128434743364
明清,4,-0.128434743364
殷恒民,4,-0.128434743364
嘀咕,4,-0.128434743364
明火,4,-0.128434743364
振动,4,-0.128434743364
学生宿舍,4,-0.128434743364
求解,4,-0.128434743364
爱远,4,-0.128434743364
殷切期望,4,-0.128434743364
学科建设,4,-0.128434743364
明目张胆,4,-0.128434743364
段氏,4,-0.128434743364
嗤之以鼻,4,-0.128434743364
嗨,4,-0.128434743364
无益,4,-0.128434743364
爱琴海,4,-0.128434743364
爱学贷,4,-0.128434743364
形形色色,4,-0.128434743364
女老板,4,-0.128434743364
星期五,4,-0.128434743364
爆笑,4,-0.128434743364
噁,4,-0.128434743364
引资,4,-0.128434743364
引诱,4,-0.128434743364
爆炸点,4,-0.128434743364
捕鱼机,4,-0.128434743364
器件,4,-0.128434743364
江刀,4,-0.128434743364
引荐,4,-0.128434743364
星期一,4,-0.128434743364
安利,4,-0.128434743364
器具,4,-0.128434743364
江北,4,-0.128434743364
奴隶,4,-0.128434743364
安全漏洞,4,-0.128434743364
武清区,4,-0.128434743364
奴役,4,-0.128434743364
彭逸轩,4,-0.128434743364
损人,4,-0.128434743364
引渡回国,4,-0.128434743364
武汉市公安局,4,-0.128434743364
彭雪枫,4,-0.128434743364
无悔,4,-0.128434743364
武汉协和医院,4,-0.128434743364
无影灯,4,-0.128434743364
武植,4,-0.128434743364
江必新,4,-0.128434743364
武林,4,-0.128434743364
汞,4,-0.128434743364
捕获,4,-0.128434743364
死得,4,-0.128434743364
安东,4,-0.128434743364
爱国卫生,4,-0.128434743364
塔玛村,4,-0.128434743364
宇信,4,-0.128434743364
宇航员,4,-0.128434743364
护林,4,-0.128434743364
深海,4,-0.128434743364
护士长,4,-0.128434743364
歪主意,4,-0.128434743364
好以,4,-0.128434743364
汉语言,4,-0.128434743364
彪,4,-0.128434743364
好些,4,-0.128434743364
易死于,4,-0.128434743364
易瑞沙,4,-0.128434743364
塞夫,4,-0.128434743364
捐献者,4,-0.128434743364
安乡,4,-0.128434743364
武陵山,4,-0.128434743364
捐资,4,-0.128434743364
捕,4,-0.128434743364
抢红包,4,-0.128434743364
塘村,4,-0.128434743364
汕尾,4,-0.128434743364
引镇,4,-0.128434743364
捕猎,4,-0.128434743364
彭博,4,-0.128434743364
抢救性,4,-0.128434743364
星岛日报,4,-0.128434743364
庭院,4,-0.128434743364
团块,4,-0.128434743364
得力,4,-0.128434743364
杜撰,4,-0.128434743364
条子,4,-0.128434743364
山岭,4,-0.128434743364
忧,4,-0.128434743364
滚筒,4,-0.128434743364
有赖于,4,-0.128434743364
有车,4,-0.128434743364
泰奥,4,-0.128434743364
海外版,4,-0.128434743364
杜鹃,4,-0.128434743364
平板玻璃,4,-0.128434743364
海外侨胞,4,-0.128434743364
杜洪章,4,-0.128434743364
大旗,4,-0.128434743364
平易近人,4,-0.128434743364
感染率,4,-0.128434743364
快播,4,-0.128434743364
感想,4,-0.128434743364
放盘,4,-0.128434743364
放眼,4,-0.128434743364
国际关系学院,4,-0.128434743364
多云,4,-0.128434743364
杜家,4,-0.128434743364
文科生,4,-0.128434743364
多亩,4,-0.128434743364
多人托养,4,-0.128434743364
平抑,4,-0.128434743364
有钱人,4,-0.128434743364
快手,4,-0.128434743364
海味,4,-0.128434743364
岁数,4,-0.128434743364
平稳过渡,4,-0.128434743364
泪流满面,4,-0.128434743364
大杂院,4,-0.128434743364
平等互利,4,-0.128434743364
大洋洲,4,-0.128434743364
大沽,4,-0.128434743364
斑白,4,-0.128434743364
忙于,4,-0.128434743364
外迁,4,-0.128434743364
展馆,4,-0.128434743364
大气质量,4,-0.128434743364
攻门,4,-0.128434743364
屠夫,4,-0.128434743364
有红,4,-0.128434743364
有红籽,4,-0.128434743364
外部性,4,-0.128434743364
来历不明,4,-0.128434743364
文部,4,-0.128434743364
注脚,4,-0.128434743364
平谷区,4,-0.128434743364
平调,4,-0.128434743364
注解,4,-0.128434743364
大段,4,-0.128434743364
屡遭,4,-0.128434743364
来分,4,-0.128434743364
慌张,4,-0.128434743364
平缓,4,-0.128434743364
国防大学,4,-0.128434743364
有识之士,4,-0.128434743364
来个,4,-0.128434743364
地沟油,4,-0.128434743364
山东省委,4,-0.128434743364
泪,4,-0.128434743364
放过,4,-0.128434743364
国际妇女节,4,-0.128434743364
得名,4,-0.128434743364
李泽鑫,4,-0.128434743364
忻鹏,4,-0.128434743364
服务区,4,-0.128434743364
李萌,4,-0.128434743364
李自成,4,-0.128434743364
怀宁县,4,-0.128434743364
满月,4,-0.128434743364
李肖霖,4,-0.128434743364
服务团,4,-0.128434743364
李秉新,4,-0.128434743364
满脑子,4,-0.128434743364
想见,4,-0.128434743364
崩盘,4,-0.128434743364
海军上将,4,-0.128434743364
多发病,4,-0.128434743364
图录,4,-0.128434743364
意识形态化,4,-0.128434743364
怀某,4,-0.128434743364
多变,4,-0.128434743364
李沧区,4,-0.128434743364
满足感,4,-0.128434743364
满足用户,4,-0.128434743364
干练,4,-0.128434743364
李朝全,4,-0.128434743364
巡,4,-0.128434743364
巡洋舰,4,-0.128434743364
洗车,4,-0.128434743364
巡游,4,-0.128434743364
巡演,4,-0.128434743364
大娘,4,-0.128434743364
图文并茂,4,-0.128434743364
文昌,4,-0.128434743364
激战,4,-0.128434743364
崂山区,4,-0.128434743364
岿然不动,4,-0.128434743364
大打折扣,4,-0.128434743364
多以,4,-0.128434743364
意气风发,4,-0.128434743364
村容村貌,4,-0.128434743364
文物保护法,4,-0.128434743364
文水县,4,-0.128434743364
村头,4,-0.128434743364
岗亭,4,-0.128434743364
岗位职责,4,-0.128434743364
国际收支,4,-0.128434743364
平安北道,4,-0.128434743364
服侍,4,-0.128434743364
岛叔,4,-0.128434743364
村一,4,-0.128434743364
满天飞,4,-0.128434743364
快轨,4,-0.128434743364
平均收入,4,-0.128434743364
李雪峰,4,-0.128434743364
岳三猛,4,-0.128434743364
平和,4,-0.128434743364
国际舆论,4,-0.128434743364
政务信息,4,-0.128434743364
平原县,4,-0.128434743364
多分钟,4,-0.128434743364
政务司,4,-0.128434743364
岳晨,4,-0.128434743364
念书,4,-0.128434743364
洒,4,-0.128434743364
地方党委,4,-0.128434743364
火上浇油,4,-0.128434743364
有点儿,4,-0.128434743364
有点像,4,-0.128434743364
尽量减少,4,-0.128434743364
海洋生物,4,-0.128434743364
杭行,4,-0.128434743364
火种,4,-0.128434743364
收走,4,-0.128434743364
成文,4,-0.128434743364
收起,4,-0.128434743364
收运,4,-0.128434743364
杭徽,4,-0.128434743364
尽显,4,-0.128434743364
斩钉截铁,4,-0.128434743364
斩获,4,-0.128434743364
成就奖,4,-0.128434743364
大类,4,-0.128434743364
尽速,4,-0.128434743364
杭,4,-0.128434743364
屏风,4,-0.128434743364
大篇幅,4,-0.128434743364
斩污,4,-0.128434743364
年近,4,-0.128434743364
杨金生,4,-0.128434743364
杨轩,4,-0.128434743364
尾箱,4,-0.128434743364
杨超,4,-0.128434743364
尿不湿,4,-0.128434743364
尿布,4,-0.128434743364
海洋权益,4,-0.128434743364
尿检,4,-0.128434743364
大礼堂,4,-0.128434743364
成华区,4,-0.128434743364
尿量,4,-0.128434743364
杰尼索夫,4,-0.128434743364
成本上升,4,-0.128434743364
成本价,4,-0.128434743364
尼古拉,4,-0.128434743364
灭亡,4,-0.128434743364
有待于,4,-0.128434743364
火锅,4,-0.128434743364
就是指,4,-0.128434743364
极光,4,-0.128434743364
就职典礼,4,-0.128434743364
大胜,4,-0.128434743364
断水,4,-0.128434743364
断断续续,4,-0.128434743364
极佳,4,-0.128434743364
泗县,4,-0.128434743364
成绩单,4,-0.128434743364
必答题,4,-0.128434743364
成章,4,-0.128434743364
泛,4,-0.128434743364
成百上千,4,-0.128434743364
断掉,4,-0.128434743364
泛起,4,-0.128434743364
成渝,4,-0.128434743364
板桥,4,-0.128434743364
必经之路,4,-0.128434743364
板上钉钉,4,-0.128434743364
尹安秀,4,-0.128434743364
成林,4,-0.128434743364
松散,4,-0.128434743364
尼克,4,-0.128434743364
国对,4,-0.128434743364
断头,4,-0.128434743364
火腿,4,-0.128434743364
尿频,4,-0.128434743364
改写,4,-0.128434743364
海洋大学,4,-0.128434743364
地皮,4,-0.128434743364
居里,4,-0.128434743364
改革派,4,-0.128434743364
改革者,4,-0.128434743364
懒得,4,-0.128434743364
懋源,4,-0.128434743364
屈,4,-0.128434743364
有案必查,4,-0.128434743364
屈服,4,-0.128434743364
屈服于,4,-0.128434743364
斗智斗勇,4,-0.128434743364
屈畅,4,-0.128434743364
年岁,4,-0.128434743364
屈辱,4,-0.128434743364
攻击机,4,-0.128434743364
屋,4,-0.128434743364
斗士,4,-0.128434743364
大润发,4,-0.128434743364
忘却,4,-0.128434743364
攻台,4,-0.128434743364
国立,4,-0.128434743364
来路,4,-0.128434743364
国策,4,-0.128434743364
憋气,4,-0.128434743364
屋门,4,-0.128434743364
忘我,4,-0.128434743364
屏蔽门,4,-0.128434743364
慰问金,4,-0.128434743364
火力发电,4,-0.128434743364
有源,4,-0.128434743364
火山爆发,4,-0.128434743364
戈佐岛,4,-0.128434743364
国有财产,4,-0.128434743364
居民点,4,-0.128434743364
杨秀珠,4,-0.128434743364
大相径庭,4,-0.128434743364
大盘,4,-0.128434743364
有所区别,4,-0.128434743364
忍无可忍,4,-0.128434743364
大白天,4,-0.128434743364
成交额,4,-0.128434743364
局机关,4,-0.128434743364
忍着,4,-0.128434743364
外衣,4,-0.128434743364
地站,4,-0.128434743364
改名字,4,-0.128434743364
戏谑,4,-0.128434743364
局限性,4,-0.128434743364
有托养,4,-0.128434743364
波黑,4,-0.128434743364
改建工程,4,-0.128434743364
斟酌,4,-0.128434743364
改掉,4,-0.128434743364
火柴,4,-0.128434743364
溺爱,4,-0.128434743364
有效证件,4,-0.128434743364
有数,4,-0.128434743364
有机物,4,-0.128434743364
基本国情,4,-0.128434743364
杨开凤,4,-0.128434743364
戏份,4,-0.128434743364
外貌,4,-0.128434743364
居民小区,4,-0.128434743364
政治责任,4,-0.128434743364
怀里,4,-0.128434743364
政治阴谋,4,-0.128434743364
巴铁,4,-0.128434743364
未免,4,-0.128434743364
机关报,4,-0.128434743364
教育体制,4,-0.128434743364
大中小城市,4,-0.128434743364
巴方,4,-0.128434743364
潘孝林,4,-0.128434743364
未入额,4,-0.128434743364
巴曙松,4,-0.128434743364
教育界,4,-0.128434743364
潘基文,4,-0.128434743364
巴比,4,-0.128434743364
怪现象,4,-0.128434743364
圣保罗,4,-0.128434743364
数百元,4,-0.128434743364
流动资金,4,-0.128434743364
杀手锏,4,-0.128434743364
浙大,4,-0.128434743364
未定,4,-0.128434743364
朴槿惠于,4,-0.128434743364
流感疫苗,4,-0.128434743364
朱鹏,4,-0.128434743364
帝都,4,-0.128434743364
多用,4,-0.128434743364
朱进,4,-0.128434743364
帝王,4,-0.128434743364
恩情,4,-0.128434743364
市北区,4,-0.128434743364
市南区,4,-0.128434743364
朱时茂,4,-0.128434743364
恩,4,-0.128434743364
怪圈,4,-0.128434743364
教练员,4,-0.128434743364
数百米,4,-0.128434743364
恳谈会,4,-0.128434743364
多数党,4,-0.128434743364
已向,4,-0.128434743364
已因,4,-0.128434743364
悄悄地,4,-0.128434743364
杀伤力,4,-0.128434743364
派单,4,-0.128434743364
杀了人,4,-0.128434743364
已比,4,-0.128434743364
席卷,4,-0.128434743364
木县,4,-0.128434743364
恶果,4,-0.128434743364
已育,4,-0.128434743364
派往,4,-0.128434743364
木棍,4,-0.128434743364
已获,4,-0.128434743364
机灵,4,-0.128434743364
木箱,4,-0.128434743364
派系,4,-0.128434743364
性暴力,4,-0.128434743364
巴以,4,-0.128434743364
巴伐利亚,4,-0.128434743364
教研,4,-0.128434743364
敲响,4,-0.128434743364
机床厂,4,-0.128434743364
带我去,4,-0.128434743364
数辆,4,-0.128434743364
怨,4,-0.128434743364
巴塞尔,4,-0.128434743364
数秒,4,-0.128434743364
未批,4,-0.128434743364
在经济上,4,-0.128434743364
敢言,4,-0.128434743364
数以百万计,4,-0.128434743364
总投资额,4,-0.128434743364
末年,4,-0.128434743364
末班车,4,-0.128434743364
布条,4,-0.128434743364
数倍,4,-0.128434743364
浅水,4,-0.128434743364
布莱克,4,-0.128434743364
